,category,text
2895,Household,"Limra Ceiling Fan Room Ventilator Conditioner Electric Mini Portable Personal Air Cooler 220V 7W Fan Household 5 Blades Mini Mute with ABS Blades Power Plug Switch Energy Saving Cooler Fan Voltage: 220V Power: 8W Ceiling fan to enjoy more cool wind Silent Detachable, easy to store"
8647,Household,"Art Street Shooting Star Set of 16 Individual Photo Frame- Multiple Size (3 Units of 8x10, 4 Units of 6x8, 4 Units of 5x7, 3 Units of 4x6, 2 Units of 6x10) live your golden memories by decorating your place with photographs. Bright colours and specially handcrafted artistic make, give these pieces a vibrant and modish touch to the plain walls of your living space. Give a personalized touch to your gifts by picking one of these pieces."
15139,Household,"Rose Enterprises High Power Portable Handheld Vacuum Cleaner for Home & Kitchen Cleaning, Car, Office Use Without Foot Pump If you're looking for a highly effective portable vacuum cleaner for your car, the China 12V portable car vacuum cleaner is the right choice for you. Its compact size and light weight makes it an extremely handy and useful device for your car. You can comfortably fit it anywhere and use when necessary. This portable car vacuum cleaner sports a white and blue body and For optimum performance, it features a total voltage input of 12V and has a total power consumption of 50W. Powerful suction to clean wet and dry dirt. This car vacuum cleaner can clean out all the wet and dry dirt particles in your car thanks to its powerful suction. The hard-to-reach areas, all nooks and crannies can be easily accessed with its attachable crevice tool. To use, connect this wet and dry vacuum cleaner to the cigarette lighter port in your car. Switch on the power switch and vacuum your car. Vacuum filters often get stuck with insects, small pieces of dirt, hair, etc. You can easily clean this vacuum's filter, thanks to its handy washable quality. Includes attachable crevice tool, can be connected to car cigarette lighter port, can clean both dry and wet areas, washable filter, on/off switch.Color Will Be Send As Per Availability"
876,Household,"kaushalendra Hammock Swing Chair for Adults Nylon Rope Swing MULTI COLOUR COTTON ROPE HAMMOCK SWING. Features: * Material: Nylon Rope * Color: multi color * Style: Contemporary * Capacity: 125 Kg * Number of Seats: 1 person * Swing Height: 200 cm, Length: 55 cm, Width: 55 cm * Delivery Condition: Assembled * Best for living room & Balcony * Quantity: 1 Piece (Swing)."
39229,Clothing & Accessories,"Saundarya Cotton Churidar Leggings, Comfortable, Stylish and Soft Leggings, Size (M, L, XL, XXL, 3XL) Saundarya Women's Cotton Lycra (Spandex or Elastane) Churidar Leggings, comfortable, stylish and soft leggings ,Our Leggings are made from the highest quality of super combed cotton. Unlike most mainstream brands which use a 4 way lycra, we use a 4 feeder 4 way imported original Invista Lycra which provides the best quality of stretch. The material is biowashed (oraganic washed) that is completely free of harsh chemicals, hence the leggings have a longer fabric life. The leggings have an elasticized waist band. They can be worn with casuals and tees, with heels, with a chic kurta or an Indian Outfit. Once you try our high quality ultra soft cotton lycra fabric, you may find hard to wear other ordinary leggings. The fabric of our leggings is 96% cotton and 4% Lycra."
49838,Electronics,"Farraige Waterproof Sport Unisex Running Jogging Gym Arm Band Case Cover for Mobile iPhone 6S 6 Plus Phones (5.7-inch) Product Description Farraige Sports Running Armband Enable you to enjoy music freely in various motions when you’re exercising. This armband case is perfect accessory that you've been looking for.  High Quality 1.Enjoy running, enjoy daily life, sports can make your life more and more splendid.  2.Perfect for iPhone8, 8Plus, iPhone X, 7, 7 plus iPhone 6 6Plus,6S,6S Plus6,5S 5C 4S Samsung Galaxy Note 3 4 5, Nexus 5, Sony Xperia Z4 Z5, Other all Cellphones less than 5.8 Inches.  3.Used of high-grade lycra material, soft and delicate, elastic, shockproof, normal waterproof function. Durable tab, fasten the strap tightly enough.  4.Additional storage cell: with additional storage cell, capable of accommodating small keys.  5.Security Warning of Reflections for the green edge. Don't worry about doing sports at night because of the excellent green edge reflective effect.  How to open the headphone hole:  There is a hole on the armband, which have a layer foam, you just use the headphone pin insert through the foam directly as ok, Easy to inset the headphone hole.  Multipurpose bag Separated pockets can put in cell phone, coins, keys, lighter and snacks at the same time. with earphone cord wrapper Let the earphone cord neatly fixed to the arm band when we listen to music, it makes sport more enjoyable.  Adjustable tightness Extended the belt:The belt long is 28cm(11inch), It can be adjustable, which is shrinkage& elastic, it can fix for the arm diameter for 30cm(12inch).  Specification  Dimensions:18.54(W) x 6.22(H) x 0.14(D) in"
33071,Clothing & Accessories,United Colors of Benetton Girls' Shorts
21607,Books,"JAIIB is Easy Legal and Regulatory Aspects of Banking JAIIB and DB&F (Diploma in Banking & Finance) Examination is conducted by Indian Institute of Banking and Finance (IIBF) in May and November every year. CONTENTS - Module A: Regulations and Compliance 1. Legal Framework of Regulation of Banks 2. Control over Organisation of Banks 3. Regulation of Banking Business 4. Returns Inspetion, Winding Up, Mergers and Acquisitions 5. Public Sector Banks and Co-operative Banks Module B: Legal Aspects of Banking Operations 6. Different Types of Borrowers 7. Types of Credit Facilities 8. Indemnities 9. Bank Guarantees and Deferred Payment Guarantees 10. Letters of Credit 11. Laws Relating to Bill Finance 12. Various Types of Securities 13. Laws Relating to Securities and Modes of Charging 14. Registration and Satisfaction of Charges 15. Case Laws on Responsibility of Paying Bank 16. Case Laws on Responsibility of Collecting Bank Module C: Banking Related Laws 17. Recovery of Debts Due to Banks and Financial Institutions Act, 1993 (DRT Act) 18. The Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act, 2002 (SARFAESI Act 2002) 19. Banking Ombudsman Scheme 20. Bankers' Books Evidence Act, 1891 21. The Legal Services Authorities Act, 1987 (Lok-Adalats) 22. The Comsumer Protection Act, 1986 23. The Law of Limitation 24. Tax Laws 25. Negotiable Instruments Act, 1881 26. Payment and Settlement Systems Act, 2007 Module D: Commercial Laws with Reference to Banking Operations 27. Indian Contract Act, 1872 28. The Sale of Goods Act, 1930 29. Indian Partnership Act, 1932 30. Definition and Features of a Company 31. The Companies Act, 1956 (Now The Companies Act, 2013) 32. The Foreign Exchange Management Act, 1999 33. The Transfer of Property Act, 1882 34. The Right to Information Act, 2005 35. The Prevention of Money Laundering Act, 2002 36. Information Technology Act, 2000 Mock Test - 1 Mock Test - 2"
23314,Books,"CVANU 24''x25'' Inch 3D Silver Carbon Fiber Vinyl Car Wrap Sheet Roll Film Sticker Decal Product description: CVANU Condition: 100% brand new Features:High temperature & water Proof Material:Self adhesive stickers Uses:It can be Applied to Car used, motorcycle parts,scooters, guitar,mobile phone, laptop,Suitcase mush moor."
18304,Household,"statiO B4 Document File Folder with 20 Plastic Leaves - Multicolor The Only Zipper Padfolio You Will Ever Need.This File B4 Size Which Is Bigger Than Full Size Or A4 Size . The Khurana'S Professional Business Zippered Padfolio For The Fashion Conscious Professional. Each Executive Padfolio With Zippered Closure Gives You The Simple Yet Stylish Look With Softly Padded Covers And Hand Stitched Binding Edge. Smartly Designed For The Ultimate In Functionality And Convenience For Both Men And Women At An Affordable . Interior Is Packed With Pockets For Storing Extra Documents, Business Cards, And Other Business Essentials. Perfect Zipper Pad Holder For Recent College Graduates, Top Business Executive And Anyone In Between."
42540,Electronics,Dell Ms116 275-BBCB Optical Mouse The Dell Optical Mouse – MS116 features optical LED tracking and wired connectivity providing a stellar performance day after day. Improve your productivity at the office or at home–the Dell Optical Mouse.
13824,Household,"Wonderchef Automatic Soup Maker 800-Watt (White and Steel) Hassle free cooking – no need to stir and monitor during cooking, also make blends, chunky soup, compotes for young babies hygienically without touching the food by hand. No need to strain the boiled fruits or vegetables separately. Retains all essential fibers inside your soup making it healthier and tastier. Elegant touch control panel and programed indicator lights. Intelligent control systems prevent dry burning. 304 stainless steel jug and blades for complete food safety. Pure copper motor and reliable wonderchef warranty"
26626,Books,"Mastering the Art of Selling Real Estate: Fully Revised and Updated About the Author Tom Hopkins is one of the world’s leading authorities on salesmanship and selling techniques. He has presented his seminars to more than three million people on five continents. He is the author of a number of bestsellers, including How to Master the Art of Selling, The Certifiable Salesperson, and Selling for Dummies. 				    	 					 Excerpt. © Reprinted by permission. All rights reserved. Introduction Welcome to the wonderful world of real estate! I began my career in real estate in the 1960s. It was wonderful then and has evolved into something even more wonderful today. What a joy it is for people to own real propertyùto have a place they can truly call home. And you get to delight in helping people achieve their dreams of home ownership, while earning a good income for yourself and your loved ones. ItÆs a truly satisfying career choice. Back in the 60s, real estate was primarily an older manÆs business. There were few young men choosing real estate as a career and even fewer women.  Fortunately for all of us, times have changed. I know of some young people these days who got their real estate licenses while still in high school and had a jump start on their careers on graduation day! Due to its flexibility of working hours, the field has provided excellent opportunities for thousands. IÆve seen many exciting changes over the years and congratulate you on your choice of a career in real estate.  When I wrote the first version of this material, it was actually two separate books. One just covered the listing aspect of real estate. The other, selling. They were first printed in the 1980sù back before computers, wireless phones, pagers, and the Internet. You are so fortunate today. Much of the research you need to do is available with the click of a few keysùand in minutes. I used to invest hours in researching data for Comparable Market Analyses, and reading through the Multiple Listing Service book (yes, it was a book, back then).  While the times have changed, some important aspects of buying and selling real estate have not. These include: the reasons people need your services; motivations for wanting a particular type of home; how husbands and wives relate to each other during real estate transactions; and how you must relate to them. ThatÆs the power of this book. In it are step-by-step strategies for getting started in this business, for finding people who need your services, for helping them like and trust you and your expertise in the field, how to prepare for a listing presentation, what to expect from potential buyers, what to say when they give you the most common questions or objections, how to negotiate offers and counteroffers, and how to close people on either listing their property with you or buying the home youÆve helped them find that best suits their needs.  In this revised edition, I have kept the best of the original books, deleted old strategies that may not be as effective today as they once were, and have added strategies that work phenomenally well in todayÆs marketplace. I cover the use of technology to save you time and increase your appearance of competence with clients. This book is designed to help you achieve a certain level of comfort within the real estate industryùbeing comfortable with the knowledge of what to expect and how to succeed in this truly wonderful career. Treat it as a textbook. Read it with a highlighter, a pen, and a notebook. Let it become your quick reference guide and your study guide as you grow. There is enough material here to help you through many years in this business. And, to help you find the success you dream of more quickly than you would without it. My wish for you is to find as much joy and satisfaction from your real estate career as I did mine.  MASTERING THE ART OF SELLING REAL ESTATE  Chapter 1 Portrait of a Professional  Real Estate Salesperson If you are reading this book, you may already have had a day that stands out as your worst day in real estate. If youÆre new to the business and havenÆt had such a day, donÆt worry, you will. Just donÆt let it deter you. Perseverance has made all the difference in my life.  My worst day is one I will always remember. I was new to real estate, nineteen years old, and I didnÆt own a suit. So, I wore my black and silver high school band uniform to work. My car was a beat-up, old convertible with holes in the roof and springs popping through the back seat. Needless to say, I didnÆt present the most professional image.  Like most new licensees, I didnÆt know what to do with myself. The training program in my office consisted of the sales manager giving me the thumbs up signal and telling me to ôhang in there.ö I was warm and friendly with all my prospects, but didnÆt know how to close a sale. In fact, I was so nice that sometimes when people didnÆt buy from me, they would send apologetic notes to my broker, saying how nice I was.  Until I discovered that there was such a thing as sales training, my earnings averaged $42 per month. That was for my first six months! It doesnÆt matter how you budgeted, even in the early 1960s, $42 a month didnÆt make it.  My enthusiasm was beginning to fade. In fact, there was a low period during which I decided real estate wasnÆt for me. Three sales had fallen out in one week. One day I walked into my brokerÆs office and said, ôIÆm thinking about quitting.ö He had no answer for meùthe thumbs up signal wasnÆt good enough anymore.  I was so depressed that I went back to my desk and started looking at the classifieds. Then the telephone rang. To my surprise, through the receiver came, without a doubt, the most beautiful voice I have ever heard. It was an absolute melody. She said something that I had never heard before. ôSir, my husband and I would like to buy a home.ö I thought someone was playing a joke on me. Then, she said, ôSir, weÆd like to spend around $200,000.ö This really shook me up because the area I worked in was Simi Valley, California, and then the average home sold for between $18,000 and $20,000.  I felt like saying, ôMaÆam, would you like half of the valley, a quarter of the valley, or what?ö I didnÆt though. Somehow I kept my composure and set an appointment for 2:00 p.m. that day. To say I was nervous after this phone call would be a terrible understatement. I didnÆt even know of a home that was worth that much in Simi Valley. After driving around for a few hours, I finally found the right home on the top of a hill. It was absolutely perfect! It had a phenomenal view. It was a $187,000 mansion. My career finally looked like it was turning around.  On the way back to the office, they announced on the radio that it was the hottest day of the yearù105 degrees, 75 percent humidity. I didnÆt care, though. My enthusiasm was zooming off the charts! Back in the office, I pulled out a piece of paper, like any starving real estate person, and figured out what 6 percent of $187,000 was. People around me could hear me say, ôAll right! IÆm going to make some big money here!ö  Right at 2:00 p.m., in walked this gorgeous creature. She had on a $300 outfit and diamonds everywhere. Her hair was beautifully styled, her makeup exquisite. It must have taken at least two hours to put it on. I jumped up to meet her.  Being such a nervous wreck, I donÆt even remember how I got her into my car. As we drove down the street, I couldnÆt think of a thing to say to her. I was embarrassed by my car and nervous about the possibility of selling such a high-priced property.  All of a sudden, my car started to jerk. In my excitement about finding the right home, I had forgotten to check my gas tank. It was empty! Rolling the car to a stop at the side of the road, I turned to my potential new client and said, ôMaÆam, IÆve never had anything like this happen before. Please forgive me. ThereÆs a gas station only half a mile away. IÆll be right back.ö  There I was in my newly dry-cleaned, wool band uniform jogging down the street with my gas can. I wish you could have been there when I got back to that car. Not only was I a sweaty wreck, the woman had sat in that closed car at 105 degrees the whole time I was gone. Everything that had been on her face was now on her chest. Her hair even looked like it was melting. ôMaÆam, IÆm so sorry,ö I said. ôIÆve never had this happen. You can have all the air.ö I turned all the vents on her and drove on to the house.  By the time we got to the house, I had decided nothing could be worse than selling real estate as a career. Trying to regain my composure, I thought IÆd show her the beautiful view from the patio. She would have to be impressed with it and might forget what had happened with the car.  Walking over to the sliding door, I said, ôMaÆam, I think youÆll enjoy this view.ö I held the curtain back for her to see it. Well, she thought the sliding glass door was open and walked right into it. She hit her head hard and was obviously stunned. She looked at me for a split second with an expression I cannot describe and ran to lock herself in the bathroom.  Luckily, the sellers were gone. But now I had to get her out of the bathroom. I began knocking on the door, pleading with her to come out. Upon hearing a noise behind me, I turned to see that the sellers had returned ahead of schedule. Needless to say, they wanted to know what was going on. With the help of the sellers, the lady came out of the bathroom, and I got her back to my car. Not a word was spoken on the trip back to the office. When we got there, like a zombie, she got out of my car, walked to hers, and drove away.  I went into the office and took some aspirin. This was definitely the end of my real estate career. Nothing could be worse than what IÆd just gone through. Out came the classifieds again. Then, there was a phone call for me. When I answered, the man on the other end said, ôYes, Mr. Hopkins, you just showed my wife a home. I just canÆt believe what sheÆs told me. I want to see it, too.ö I felt like fainting dead on the spot!  They were both coming to the office right then. This time I had a goal for when they arrived. My goal was to get them from the front door to my desk without incident.  Now, there are certain types of people that we instantly likeùpeople we can build a rapport with very quickly. This ladyÆs husband was one of those types for me. After a few minutes, he and I were talking easily and getting along really well. All the while, his wife watched us both very carefully.  All of a sudden, this horsefly flew by. We had each shooed it away a couple of times during our conversation. This time, though, as a joke, I reached out for the fly, acted like I had it, and popped it in my mouth. Much to my surprise, I really did have it! It was moving around in there.  Now, I could do one of two things. I could swallow it and say something like, ôMmm, we love them here!ö Or, I could spit it out. I chose the latter. When I looked up, that couple had this amazed look on their faces. The wife was nudging the husband with her elbow and saying, ôI told you so.ö  Needless to say, I didnÆt make that sale. In fact, a letter came from them a day later that said, ôBased on our short exposure to the people in Simi Valley, weÆre staying where we live!ö  Around that time, I found out there was such a thing as sales training. I invested my last $150 of savings on a seminar to learn how to sell. If that didnÆt work, I was going to quit for sure. I was amazed by the things I learned at that seminar. Now that I could see where IÆd been going wrong, I started getting my enthusiasm back. I took notes and memorized them until my brain ached. Once I was able to apply the material, I was thrilled with the results. My career really started turning around.  Hopefully, you will never have as terrible a day as I did. Unfortunately, some of your days may be just as bad or, even worse. WhatÆs important is to anticipate those days and learn in advance the best ways to handle them. YouÆve made the first important step just by picking up this book. By reading and internalizing this material, you can become more prepared to meet the daily challenges of a career in real estate and succeed.  As a real estate salesperson, you are paid in direct proportion to your ability to communicate with people and serve their needs. If you canÆt do that, youÆll go nowhere in this businessùfast. IÆm assuming youÆve already learned that lesson the hard way and thatÆs part of the reason why you are now reading this book. You want to learn how to become a real estate professional.  Every profession has certain tools, which, once mastered, will allow you the opportunity to become one of the great ones in that field. For example, a professional golfer is paid in direct proportion to his or her ability to take a piece of steel at the end of a stick and bring it down to touch a small, white ball at the right time and place to send it hundreds of yards, eventually dropping into a small hole. Someone like Tiger Woods is a very successful professional because he has mastered the use of his tools.  A professional fighter is paid for how well he uses his fists; a surgeonùa scalpel; a carpenter must master the use of saws, hammers, and power tools. The people in each of these lines of work develop their skills through years of study, practice, and experience before they consider themselves professionals. If theyÆre smart, they learn not only by their own experiences but through the experiences of others.  The same thing applies to you in real estate. You canÆt become a real estate professional without learning what one does, can you? My goal in this book is to make you realize that youÆre no different from any other professional. As a real estate agent, you must primarily learn how to use your eyes, ears, and mouth because one of your most important tools is your ability to create exciting, colorful images, thus leading people to the decision to own real estate.  You see, selling real estate is no different from any other profession. As I mentioned above, people in most professional fields are paid in direct proportion to the amount of service they give. You, as a real estate salesperson, are as professional as the income you earn. So, in other words, if youÆre not making enough money, youÆre not giving enough service.  To learn how to give more service, you must learn from a professionalùsomeone who has done what you want to do: real estate. The problem with too many people is that they are taking advice or ôtrainingö from people who are not professionals. How can they teach you something theyÆve never accomplished themselves? Why would you want to learn from someone whoÆs not a top producer? IÆm not saying you canÆt learn from someone else, but be aware that you are limited to their experience. If theyÆre already way ahead of you because youÆre new, go ahead and let them help you. However, once you begin to master what they teach, youÆll likely find yourself needing to learn from someone who is better at this businessùthat is if you plan to achieve the most you can from it.  You might be concerned about how well youÆll do in this business because youÆre not a natural born salesperson. You just donÆt have that gift of gab. Trust me, thereÆs no such thing as a natural born salesperson. All youÆre doing if you accept that myth is keeping yourself from achieving your true potential. We all start out with pretty much the same abilities. ItÆs what we do with them along the way that counts. In other words, great salespeople are not born, theyÆre trained. If you love the idea of helping people sell their homes and find new ones that are just right for them, youÆll do well. The first key to success in any sales position is that you must be enthusiastic about your product. Everything else can be learned.  You have the ability right now to learn what it takes to become one of the top salespeople the real estate business has ever known. You just have to be willing to change and grow beyond who you are now. Begin by finding successful people and surrounding yourself with them. Be with the people whom youÆd most like to become. If you want to be average, then stick with average people. If itÆs your desire to achieve greatness in real estate sales, then learn what the great ones do, and do it! What Is a Professional Salesperson? A professional salesperson is a person who earns more money than the average salesperson. If you are not earning two to three times more income than the average real estate salesperson, you are not as professional as you could be. If you are unwilling to make the changes necessary to achieve this level of professionalism, you should consider getting a job where someone pays you a salary.  In a salaried position, you have a lot of security. However, you also have someone else determining exactly how much money you will make. In most cases, that person is going to be working too hard at becoming rich to worry about whether or not you do.  The exciting thing about real estate is that you can get rich helping other people to get rich. You see, the people who own the real estate have more than you do. You get your brokerage, but they get to keep the real estate, the value of which is going up faster than inflation. So, theyÆre hedging inflation, building equity, sheltering income, and building estatesùall because of youùthe professional real estate salesperson.  I hope you want to become rich. You may not realize it, but there are people who donÆt want to be rich. Maybe there are some in your officeùpeople who are literally afraid of success. You hear them say things like this: ôI donÆt want to be rich. Rich men are sick men.ö  Believe me, I know a lot of healthy, wealthy people.  ôMoney isnÆt important.ö  It isnÆt. Unless you donÆt have any.  Money is the by-product of the service you render to other people. If you give no service, you get no money. When you give lots of excellent service, you get lots of money.  It is important you realize that when I say the word rich, I mean the fully matured, happy, and successful human being, who is striving to get rich in all areas of his or her life. A truly successful life has much more to it than money.  LetÆs break the term rich down into four key areas: 1. EMOTIONAL RICHES. This means coping with lifeÆs daily challenges and crises. It includes keeping a balance in life between business and family priorities. DonÆt booby-trap yourself into thinking that you could or should be happy all of the time. Things happen in everyoneÆs lives that make them unhappy. ItÆs how you handle those things that will matter in the long run. Experience everything life has to offer, but determine that you will pick yourself up after every downer, learn from it, and get back to being happy the rest of the time.  I know this may sound simplified. ThereÆs much more to it that I just canÆt cover in this book. For more help in this area, you might consider my book, The Official Guide to Success and audio series titled Balance Your Life. 2. FINANCIAL RICHES. My definition of financial wealth is the ability to live comfortably, that means debt-free, off the monthly income generated by your net worth at a given date and time using the talents God has given you to be productive.  Earning a high income is truly possible in this business. What you do with that money after you earn it determines how financially rich you become. Be money smart. It pays! 3. PHYSICAL RICHES. This means taking care of your body through exercise and proper eating habits and striving to live a long, healthy life overall. If you have a challenge with smoking, alcohol, or drugs of any sortù legal or illegalùset a goal to become free of the habit. Then seek out the best help you can find to start working toward that goal. 4. SPIRITUAL RICHES. I strongly believe in the importance of having a satisfactory personal relationship with God, and that it has helped me achieve professional success. One thing I know is true. I was fortunate at a young age to achieve what most people consider material success and I can honestly tell you that things donÆt make you happy once you have them. It is spiritual satisfaction, balanced with material gain, that brings total fulfillment.  It seems that too often today we see people who want more for less. Sure, they want more. DoesnÆt everybody? But, they also want to know how they can get it the easy way.  Fifty years ago in America people thought differently. They wanted more, but they also understood that to get it, they would have to give more, to work harder, to work smarter. By understanding what people did fifty years ago, you and I have the opportunity to get rich today. Common Characteristics of the Pros There are many characteristics common to real estate professionals. To become more professional, adopt these traits. If you already have them, good for you. Consider what it would take to improve them.  One particular quality that separates the average from the great can be expressed by one simple wordùdesire. Most of the great ones have an overwhelming desire to prove something to someone. They know they can be the best in their field and are out to prove it to the world, or maybe just to themselves and their families. This desire burns so strongly within them that it keeps them moving in the right direction. It keeps them cheerful with their clients and fellow salespeople. ItÆs the fuel that keeps their engines running in top condition.  Now, I canÆt tell how much desire you have to make it in this field. Only you know that. The question is how much stress, anxiety, and pain can you handle before you quit? Do you have a low threshold for rejection? Think about what youÆre willing to give or do to achieve what you really want. Can you accept ten or twenty nos in order to get the one yes that earns you a big fee? If youÆre not sure, consider looking at it differently. Take the ten nos and divide them into one fee youÆll receive from a listing sold or a sale you make yourself.  For example, letÆs say you end up with $5,000 in your personal bank account after a sale. And, letÆs say you were rejected in some way or another by ten people before making that sale. That makes each no you received worth $500 to you. Each no brought you $500 closer to the final yes and your fee.  Selling is a game. You must make a game of the negative aspects of it in order to be a winner in the long run. Learn ways to brush off the negatives, the rejection, and the canceled sales in order to stay focused on the gold ringùthe closed sale that does eventually come about if you stick with it. ThatÆs how to increase your desire to succeed in this business.  Professionals pay close attention to details. They ask questions that help them get a better understanding of what their clients are looking for in a home. They have their paperwork in order. They return phone calls promptly. They keep their promises and have answers ready when questions are asked.  Professionals are highly goal-oriented. They strive for a certain number of homes listed and sold each month, a certain income, a trophy, or an award. They know exactly what theyÆre working for and when theyÆll achieve it.  Do you have your goals in writing? If not, you are a wisher and a dreamer. You havenÆt really committed yourself to achieving anything. YouÆre like those average people in your office who say, ôSure, I want to make more money, but after the day I had yesterday, IÆm not leaving the office today.ö  You see, the successful ones, the true professionals, begin where the failures stop. They do what the failures are afraid or too lazy to do.  The great ones understand that they must strive daily to improve their skills. I hope youÆre not one of those people who says, ôIf I donÆt make it at this, I can always ...ö ThatÆs a plan for failure. If you anticipate it, you will probably get it. Instead, be one of the great ones who says, ôIf I donÆt do well enough this time, next time, IÆll try ______ to do it better.ö Have a plan for success instead of one for failure.  Top professionals in real estate give excellent service. They know they are paid in direct proportion to the amount of service they give their clients. They understand they are in the people business. They donÆt sell homes. They get people happily involved in owning property by satisfying their real estate needs. Steps to Professionalism There are ten basic, overall steps to professionalism IÆd like to share with you. Follow them and you will be able to achieve the level of success you desire. STEP 1. Professionals keep a positive attitude when the world crumbles around them. A little bit of the world crumbles around each of us at times, and we must learn to anticipate it. If you allow lifeÆs challenges to get you down, you wonÆt be ready for the next positive thing that happens to you, and you just might miss a fantastic opportunity. STEP 2. Professionals have a certain look about them. WhatÆs your vision of what a professional real estate salesperson looks like? Envision every detail from the hairstyle down to the shoes. Now, look at yourself in a mirror. Do any of the details in your ideal picture fit you? If not, maybe itÆs time to make some changes. Start with minor changes and watch yourself grow into that professional image you have in mind. STEP 3. Customers and clients relate business success with competence. A professional surrounds himself or herself with images of success. Do your car, briefcase, desk, and office communicate a successful business career? STEP 4. Organization is an important image to clients. This means being on time, having answers ready, handling details, and following up diligently. All these things tell people that you are a person worthy of their confidence. How organized are you? STEP 5. Talk like a professional. Avoid shop talk at all costs. Ask questions about your clients. You must show an interest in them and their needs to get them to open up to you. Choose your words carefully so as not to offend. Plan your presentation from your prospectÆs point of view. STEP 6. Stay in tune. The real estate profession is constantly changing. Devote a regular part of your week to learning of new developments in the field and sharpening your skills. STEP 7. Respect your fellow salespeople. Others in this profession have the same challenges you have. They deserve the same credit and recognition when they succeed and the same help and encouragement when they fail. Everyone wins when the team gets stronger. STEP 8. Remember your family and friends. They want and need a high-quality relationship. Be sure to plan time for family and social needs. It will help you gain their understanding when business takes you away evenings and weekends. STEP 9. See the people. There are literally thousands of people in your area who need and deserve professional assistance with their real estate needs. If you donÆt take it to them, they might be shortchanged by someone less professional. The more people you meet, the more you can serve. STEP 10. Keep your integrity intact. Almost every day an opportunity to take unfair advantage of someone arises. A professional knows that a dissatisfied customer today will cost him or her several possible transactions in the future. A professional knows how important selling with the facts is. Stretching the truth, omitting information, and avoiding present problems by stalling or blaming someone else is for amateurs. Sell with the facts, and you only have to sell them once. If youÆll use these ten steps as a guideline, when someone asks what you do for a living, you can say: I am a real estate professional!"""
44572,Electronics,"boAt Stone 200 Portable Bluetooth Speakers (Blue) Colour:Blue   boAt Stone 200 Bluetooth speaker can be wirelessly connected to Bluetooth devices such as smartphones, tablets and computers to playback any music collection stored on them. Thanks to its powerful battery, the system delivers powerful sound, separated from any mains supply, for up to 8-10 hours and is the perfect companion for you in the park, whilst camping or on the beach. Process control, can get rid of complicated connections and wiring distance constraints, users can enjoy high-quality music. Plug it in plug into Nirvana. boAtPlease contact_us on: [ 02242102403 ] List of service centers - 131, Guru Gobind Singh Industrial Estate, Next to Jay coach, Off W.E.Highway, Goregaon (E), Mumbai - 400 063. India."
30415,Books,On War About the Author Carl Von Clausewitz (1780-1831) was a Prussian soldier and German military theorist who stressed the moral and political aspects of war.
29904,Books,"Fundamentals of Ecology and Environment This book ""Fundamentals of Ecology and Environment"" has been written for a broad span of readers spanning from undergraduate students to researchers. Although, the content and text flow has been kept very simple, recent updates and events have also been included in the textbook. This book is divided into four parts– Basic ecology (The Environment, Ecosystem Ecology, Population Ecology and Community Ecology), Biodiversity, Pollution and Climate change, almost distributed evenly into seven chapters. The book is organized to provide an even, logical flow of concepts and clear illustrations of the major ecological and environmental issues. I hope that this book will be utilized intensively by students and ecologists to gain a basic understanding of ecology. Fundamentals of Ecology and Environment is intended to go beyond the traditional helping books. This books covers the regular curricula of various degree courses in Indian universities pertaining to environmental sciences, ecology and ecosystem biology. Besides, routine curricula this book is intended to benefit students preparing for CSIR-NET (Life Sciences), UGC-NET (Environmental Sciences), GATE - Life Sciences, GATE - Ecology and Evolution, M.Sc. Botany and Zoology, Environmental Sciences and M.Sc. Wildlife courses of several National and State Universities."
32197,Clothing & Accessories,Kiddeo Boy's Cotton T-Shirt - Pack of 6 Kids Printed T-Shirt for boys which is made up of 170 Gsm 100 percent Cotton and fastness guaranteed fabrics available In different Combos which will make your kid feel very comfortable.
40693,Electronics,"Targus Armor ACH114AP-52 4-Port Powered USB Hub 2.0 (Black) Designed to work with PC, Mac and Netbook computers; Windows® 8, 7, Vista, XP, Mac OS X v10.8, Mac OS X v10.7. A compact design makes it easy to transport anywhere. Turns one USB port into four with one open port. Designed to support up to four(4) USB devices. Using USB 2.0 this hub is capable of transferring files at a rate up to 60MB / sec Conveniently connects to most laptops and desktop computers with a bundled USB 2.0 cable. 1 Year Limited Warranty"
33279,Clothing & Accessories,"BIO KID Kid's Cotton Fashion 3/4 Legging - Set of 1 Cute dress from BIO KID. Add a splash of colour to your cute kids. Made from perfect material , which keep your little love comfort all day long"
2961,Household,PIONEER DEHUMIDIFIER 10 liters AUTOMATIC DEHUMIDIFIER/ THERMOSTART
8326,Household,Craft Art India Decorative Handmade Wooden Barrel Shape Money Bank Piggy Bank Coin Box { Cai-Hd-0041/ Size(Inch):4.72X4X4} Money box is the traditional name of a coin container; usually used by children. The general use of money box is to store loose change in a quaint decorative manner. Modern money banks are not limited to the likeness of pigs and may come in a range of quality shapes sizes and colors.
26681,Books,"Think and Grow Rich About the Author Born into poverty in 1883, Napoleon Hill rose to become one of the world's most distinguished and respected authors. He moved from newspaper reporter to law student to working for Andrew Carnegie, and became a confidant and advisor to businessmen and presidents. Hill has counted among his many associates Franklin D. Roosevelt, Mahatma Gandhi, Thomas Edison, Henry Ford, and hundreds of other world leaders."
